Autor_x,Autor_y,Trabalhos_Juntos
JOÃO L. G. ROSA,MURILLO G. CARNEIRO,1
JOÃO L. G. ROSA,THIAGO H. CUPERTINO,1
JOÃO LOUREIRO,MARCOS VINICIUS NAVES BEDO,1
JOÃO M. B. CAVALCANTI,MARCO A. CRISTO,1
JOÃO M. B. CAVALCANTI,MARCOS ANDRÉ GONÇALVES,1
JOÃO M. B. CAVALCANTI,PATRICIA C. SARAIVA,1
JOÃO M. B. CAVALCANTI,PETRINA A. S. KIMURA,1
JOÃO M. B. CAVALCANTI,RICARDO DA S. TORRES,1
JOÃO M. M. COUTO,JULIO C. S. REIS,1
JOÃO M. M. COUTO,JUSSARA MARQUES ALMEIDA,1
JOÃO M. M. COUTO,SAMUEL ASSIS,1
JOÃO OLIVEIRA,RICARDO RODRIGUES CIFERRI,1
JOÃO OLIVEIRA,THIAGO LUÍS LOPES SIQUEIRA,1
JOÃO OLIVEIRA,VALÉRIA CESÁRIO TIMES,1
JOÃO PALOTTI,MARCOS ANDRÉ GONÇALVES,1
JOÃO PALOTTI,THIAGO SALLES,1
JOÃO PALOTTI,WAGNER MEIRA JR.,1
JOÃO PAULO CLARINDO,JOÃO PEDRO DE CARVALHO CASTRO,1
JOÃO PAULO CLARINDO,JOÃO V. S. TAVARES,1
JOÃO PAULO CLARINDO,MATHEUS G. S. OLIVEIRA,1
JOÃO PAULO PORDEUS,JUAREZ MONTEIRO,1
JOÃO PAULO PORDEUS,PEDRO HOLANDA,1
JOÃO PAULO PORDEUS,RODRIGO C. BARROS,1
JOÃO PAULO PORDEUS,ROGER GRANADA,1
JOÃO PAULO PORDEUS,SÉRGIO LIFSCHITZ,1
JOÃO PEDRO DE CARVALHO CASTRO,MARIA JÚLIA SOARES DE GRANDI,1
JOÃO PEDRO V. PINHEIRO,MARCO ANTONIO CASANOVA,1
JOÃO SÁVIO C. LONGO,MICHEL ZAM,1
JOÃO V. S. TAVARES,MATHEUS G. S. OLIVEIRA,1
JOÃO VICTOR DE OLIVEIRA NOVAES,LUIZ OLMES CARVALHO,1
JOÃO VICTOR DE OLIVEIRA NOVAES,LÚCIO F. D. SANTOS,1
JOÃO VICTOR DE OLIVEIRA NOVAES,MARCOS VINICIUS NAVES BEDO,1
JOÃO VICTOR DE OLIVEIRA NOVAES,NATALIA DE FATIMA MARTINS,1
JOÃO VÍTOR B. SILVA,KATTIANA CONSTANTINO,1
JOÃO VÍTOR B. SILVA,MARCOS CARVALHO,1
JOÃO VÍTOR B. SILVA,OTÁVIO M. M. ZUCHERATTO,1
JOÃO VÍTOR B. SILVA,THIAGO H. P. SILVA,1
JOÃO VÍTOR B. SILVA,VICTOR AUGUSTO L. CRUZ,1
JOÃO VÍTOR B. SILVA,WELTON SANTOS,1
JUAN ANDREY VALVERDE MALSKA,PAULO JUNIOR RAMIRO,1
JUAN ANDREY VALVERDE MALSKA,RAFAEL ALCESTE BERRI,1
JUAN ANDREY VALVERDE MALSKA,VIVIANE LEITE DIAS DE MATTOS,1
JUAN F. GALINDO,LUANA PASSOS,1
JUAN F. GALINDO,PEDRO LOURES ALZAMORA,1
JUAN F. GALINDO,RAMON A. S. FRANCO,1
JUAN F. GALINDO,RAQUEL SCHNEIDER,1
JUAN F. GALINDO,TEREZA BERNARDES,1
JUAN REUTTER,LORETO BRAVO,1
JUAN REUTTER,M. ANDREA RODRIGUEZ,1
JUAN REUTTER,MARCELO ARENAS,1
JUAN REUTTER,PABLO BARCELÓ,1
JUAREZ MONTEIRO,LEANDRO P. DA SILVA,1
JUAREZ MONTEIRO,RODRIGO C. BARROS,1
ADRIANO VELOSO,THIAGO C. PORTO,1
JUGURTA LISBOA FILHO,KARLA ALBUQUERQUE DE VASCONCELOS BORGES,1
JUGURTA LISBOA FILHO,MARCUS VINÍCIUS ALVIM ANDRADE,1
JULIA GRANDO,YUJI YAMADA CORREA,1
JULIANA E. BOTELHO,MARIANA O. SILVA,1
JULIANA E. BOTELHO,MIRELLA M. MORO,1
ADRIANO VELOSO,VIRGÍLIO ALMEIDA,1
JULIANA FREIRE,RAMESH PINNAMANENI,1
JULIANA FREIRE,RONALDO DOS SANTOS MELLO,1
JULIETE A. RAMOS COSTA,SANDRA DE AMO,1
JULIO C. S. REIS,JUSSARA MARQUES ALMEIDA,1
JULIO C. S. REIS,SAMUEL ASSIS,1
JULIO CESAR DOS REIS,MATHEUS SILVA MOTA,1
JULIO CESAR DOS REIS,SANDRA GOUTTE,1
JULIO CESAR DOS REIS,THIAGO GOTTARDI,1
JULIO CESAR DUARTE,KELLI DE FARIA CORDEIRO,1
JULIO CESAR DUARTE,ROSANA LEANDRO DE OLIVEIRA,1
JURANDIR ZULLO JR.,LUCIANA A. S. ROMANI,1
JURANDY ALMEIDA,MARCOS ANDRÉ GONÇALVES,1
AFONSO MATHEUS SOUSA LIMA,ALEXANDER YLNNER CHOQUENAIRA FLOREZ,1
JURANDY ALMEIDA,NÁDIA P. KOZIEVITCH,1
AFONSO MATHEUS SOUSA LIMA,ALEXIS IVÁN ASPAUZA LESCANO,1
JURANDY ALMEIDA,UMA MURTHY,1
AFONSO MATHEUS SOUSA LIMA,CAETANO TRAINA JÚNIOR,1
JUSSARA MARQUES ALMEIDA,MICHELE A. BRANDÃO,1
JUSSARA MARQUES ALMEIDA,MIRELLA M. MORO,1
JUSSARA MARQUES ALMEIDA,SAMUEL ASSIS,1
JUSSARA MARQUES ALMEIDA,SAULO M. R. RICCI,1
JUSSARA MARQUES ALMEIDA,SÉRGIO D. CANUTO,1
JUSSARA MARQUES ALMEIDA,TIAGO RODRIGUES,1
JUSSARA MARQUES ALMEIDA,VIRGÍLIO ALMEIDA,1
JUSSARA MARQUES ALMEIDA,VITOR C. OLIVEIRA,1
JUSSARA O. ORTIZ,LAÉRCIO M. NAMIKAWA,1
JUSSARA O. ORTIZ,THALES S. KÖRTING,1
JÚLIO A. TAVARES,SÉRGIO LIFSCHITZ,1
KARIN BECKER,MARA ABEL,1
KARIN BECKER,MARCELO DIAS,1
KARIN BECKER,MARCELO YAMASHITA,1
KARIN BECKER,NICOLAU SANTOS,1
KARIN BECKER,RENATA GALANTE,1
AFONSO MATHEUS SOUSA LIMA,ELAINE PARROS MACHADO DE SOUSA,1
KARIN BECKER,VANESSA SOUZA,1
KARIN K. BREITMAN,MARCO ANTONIO CASANOVA,1
KARIN K. BREITMAN,SIMONE D. J. BARBOSA,1
KARINE R. FERREIRA,LUIS FERLA,1
KARINE R. FERREIRA,NANDAMUDI L. VIJAYKUMAR,1
KARINE R. FERREIRA,RODRIGO M. MARIANO,1
KARLA ALBUQUERQUE DE VASCONCELOS BORGES,MARCUS VINÍCIUS ALVIM ANDRADE,1
KARY A. C. S. OCAÑA,MARTA MATTOSO,1
KARY A. C. S. OCAÑA,VANESSA BRAGANHOLO,1
KARY A. C. S. OCAÑA,WELLINGTON OLIVEIRA,1
KATE REVOREDO,PEDRO O. T. MELLO,1
KATHRIN RODRIGUEZ LLANES,MARCO ANTONIO CASANOVA,1
KATHRIN RODRIGUEZ LLANES,NOEL MORENO LEMUS,1
KATTIANA CONSTANTINO,MARCOS CARVALHO,1
KATTIANA CONSTANTINO,OTÁVIO M. M. ZUCHERATTO,1
KATTIANA CONSTANTINO,THIAGO H. P. SILVA,1
KATTIANA CONSTANTINO,VICTOR AUGUSTO L. CRUZ,1
KATTIANA CONSTANTINO,WELTON SANTOS,1
KEIKO FONSECA,LUIZ GOMES-JR,1
KEIKO FONSECA,MARCELO ROSA,1
KELLI DE FARIA CORDEIRO,ROSANA LEANDRO DE OLIVEIRA,1
KELLY R. BRAGHETTO,LUCIANO V. ARAÚJO,1
KELLY R. BRAGHETTO,MARCELA O. GARCIA,1
KELLY R. BRAGHETTO,MURILO B. RIBEIRO,1
KELLY R. BRAGHETTO,MÁRCIO K. OIKAWA,1
KELLY R. BRAGHETTO,PEDRO L. TAKECIAN,1
KLEBER  TRABAQUINI,MICHEL  EUSTÁQUIO DANTAS CHAVES,1
KLEBER  TRABAQUINI,VICTOR HUGO  ROHDEN PRUDENTE,1
KLEBER D. M. SILVA,LUIZ F. V. VERCOSA,1
KLEBER D. M. SILVA,RODRIGO C. LIRA,1
KLEBER D. M. SILVA,RODRIGO P. MONTEIRO,1
KLEBER V. CARDOSO,VAGNER JOSÉ DO SACRAMENTO RODRIGUES,1
KLEBER V. CARDOSO,VINÍCIUS G. BRAGA,1
KLEBER V. CARDOSO,WENDEL M. DE OLIVEIRA,1
KLESSIUS BERLT,MARCELA PESSOA,1
KLESSIUS BERLT,MARCO A. CRISTO,1
KLESSIUS BERLT,MAURO HERRERA,1
KLÉRISSON V. R. PAIXÃO,PHILIPPE PREUX,1
KLÉRISSON V. R. PAIXÃO,SANDRA DE AMO,1
L. B. MARINHO,M. C. DE FARIAS,1
L. B. MARINHO,P. SILVEIRA,1
L. B. MARINHO,W. F. MAGALHÃES,1
L. H.  M. JACINTHO,T. P. DA SILVA,1
LAIS BARONI,LUCIANA ESCOBAR,1
LAIS BARONI,PAULO PIRES,1
LAIS BARONI,REBECCA SALLES,1
LAIS M. A. ROCHA,MIRELLA M. MORO,1
LAIS M. A. ROCHA,THIAGO H. P. SILVA,1
AFONSO MATHEUS SOUSA LIMA,JOSÉ FERNANDO RODRIGUES JUNIOR,1
AFONSO MATHEUS SOUSA LIMA,JOÃO VICTOR DE OLIVEIRA NOVAES,1
AFONSO MATHEUS SOUSA LIMA,NATALIA DE FATIMA MARTINS,1
LARISSA R. TEIXEIRA,ROBSON LEONARDO FERREIRA CORDEIRO,1
LARISSA R. TEIXEIRA,WILLIAM ZANIBONI SILVA,1
LARISSA RAMOS MARQUES SILVA,LEONARDO ANDRADE RIBEIRO,1
LAURA R. ANTUÑA,MIRELLA M. MORO,1
LAURA R. ANTUÑA,RENATO C. FERREIRA,1
LAURA R. ANTUÑA,WALLISON W. GUIMARÃES,1
LAÉRCIO M. NAMIKAWA,THALES S. KÖRTING,1
LEANDRO AUGUSTO ENSINA,LUIZ EDUARDO SOARES DE OLIVEIRA,1
LEANDRO AUGUSTO ENSINA,NICOLAS TAMALU,1
LEANDRO BALBY,MIGUEL ÁNGEL HIDALGO,1
LEANDRO BALBY MARINHO,THOMAS SANDHOLM,1
LEANDRO K. WIVES,LUCAS MIZUSAKI,1
LEANDRO K. WIVES,VIVIANE PEREIRA MOREIRA,1
LEANDRO L. PARENTE,LUIZ M. L. PASCOAL,1
LEANDRO L. PARENTE,ROBERTO U. PAIVA,1
LEANDRO L. PARENTE,SÁVIO S. T. DE OLIVEIRA,1
LEANDRO L. PARENTE,WELLINGTON SANTOS MARTINS,1
LEANDRO P. DA SILVA,ROGER GRANADA,1
LEANDRO S. RIBEIRO,MARISTELA HOLANDA,1
LEANDRO S. RIBEIRO,THIAGO P. FALEIROS,1
LEONARDO A. DOMINGUES,TIAGO M. U. DE ARAÚJO,1
LEONARDO ANDRADE RIBEIRO,NATÁLIA CRISTINA SCHNEIDER,1
LEONARDO ANDRADE RIBEIRO,RAFAEL DAVID QUIRINO,1
LEONARDO ANDRADE RIBEIRO,SIDNEY RIBEIRO-JUNIOR,1
LEONARDO ANDRADE RIBEIRO,WELLINGTON SANTOS MARTINS,1
LEONARDO GONÇALVES DE MORAES,MARCOS PAULO SILVA GÔLO,1
LEONARDO GONÇALVES DE MORAES,RICARDO MARCONDES MARCACINI,1
LEONARDO GONÇALVES DE MORAES,RUDINEI GOULARTE,1
LEONARDO MURTA,MARTA MATTOSO,1
AGMA JUCI MACHADO TRAINA,DANIEL YOSHINOBU TAKADA CHINO,1
LEONARDO O. MOREIRA,RAFAEL AVILAR SÁ,1
LEONARDO ROCHA,LUCAS CUNHA,1
AGMA JUCI MACHADO TRAINA,FELIPE ALVES DA LOUZA,1
LEONARDO ROCHA,NÍCOLLAS SILVA,1
LEONARDO ROCHA,THIAGO CARDOSO,1
AGMA JUCI MACHADO TRAINA,GABRIEL SPADON,1
LEONARDO ROCHA,VITOR C. OLIVEIRA,1
LEONARDO ROCHA,WAGNER MEIRA JR.,1
LEWIS MCGIBBNEY,RENATO MARROQUÍN,1
LEWIS MCGIBBNEY,SÉRGIO LIFSCHITZ,1
LIANG ZHAO,MURILLO G. CARNEIRO,1
LIANG ZHAO,THIAGO H. CUPERTINO,1
AGMA JUCI MACHADO TRAINA,GABRIEL V. DE PIERRO,1
LILIANE KUNSTMANN,PATRICK VALDURIEZ,1
AGMA JUCI MACHADO TRAINA,GUILHERME F. ZABOT,1
LINAIR M. CAMPOS,MIGUEL G. P. DE CARVALHO,1
LINAIR M. CAMPOS,VANESSA BRAGANHOLO,1
LINCOLN ROCHA,WINDSON VIANA,1
LORENA ETCHEVERRY,MARIANO P. CONSENS,1
LORENNA CHRIST'NA NASCIMENTO,MARCOS LAGE,1
LORENNA CHRIST'NA NASCIMENTO,RODOLFO P. CHAGAS,1
LORETO BRAVO,M. ANDREA RODRIGUEZ,1
LORETO BRAVO,MARCELO ARENAS,1
LORETO BRAVO,PABLO BARCELÓ,1
LOÏC CERF,MICHEL BOAVENTURA,1
LOÏC CERF,PEDRO H. CALAIS GUERRA,1
LOÏC CERF,THIAGO C. PORTO,1
LOÏC CERF,VIRGÍLIO ALMEIDA,1
AGMA JUCI MACHADO TRAINA,IRES DIAS,1
LUAM C. TOTTI,OSVALDO L.H.M. FONSECA,1
LUAM C. TOTTI,RAQUEL C. DE MELO-MINARDI,1
LUAM C. TOTTI,RUBENS E.A. MOREIRA,1
LUAM C. TOTTI,WAGNER MEIRA JR.,1
LUANA LUIZA BASTOS,LUCAS MORAES DOS SANTOS,1
LUANA LUIZA BASTOS,RAQUEL C. DE MELO-MINARDI,1
LUANA LUIZA BASTOS,VIVIAN MORAIS PAIXÃO,1
LUANA PASSOS,PEDRO LOURES ALZAMORA,1
LUANA PASSOS,RAMON A. S. FRANCO,1
LUANA PASSOS,RAQUEL SCHNEIDER,1
LUANA PASSOS,TEREZA BERNARDES,1
LUCAS A. B. MACEDO,RICARDO MARCONDES MARCACINI,1
LUCAS A. B. MACEDO,THIAGO P. FALEIROS,1
LUCAS A. B. MACEDO,VICTOR H. F. LISBOA,1
LUCAS A. B. MACEDO,VINICIUS R. P. BORGES,1
LUCAS C. SCABORA,MARCO A. GUTIERREZ,1
LUCAS C. SCABORA,MIRELA TEIXEIRA CAZZOLATO,1
LUCAS C. SCABORA,PAULO H. OLIVEIRA,1
LUCAS CUNHA,MARCOS ANDRÉ GONÇALVES,1
LUCAS CUNHA,THIAGO SALLES,1
LUCAS CUNHA,WAGNER MEIRA JR.,1
AGMA JUCI MACHADO TRAINA,IVES R. V. POLA,1
LUCAS GABRIEL DA S. FELIX,VITOR E. DO CARMO,1
AGMA JUCI MACHADO TRAINA,JOSE F. RODRIGUES-JR,1
LUCAS HENRIQUE G. DE SALES,PABLO IVAN P. RAMOS,1
AGMA JUCI MACHADO TRAINA,JOSÉ FERNANDO RODRIGUES JUNIOR,1
AGMA JUCI MACHADO TRAINA,JOÃO VICTOR DE OLIVEIRA NOVAES,1
LUCAS MIZUSAKI,VIVIANE PEREIRA MOREIRA,1
LUCAS MORAES DOS SANTOS,RAQUEL C. DE MELO-MINARDI,1
LUCAS MORAES DOS SANTOS,VIVIAN MORAIS PAIXÃO,1
LUCAS O. BAYMA,MARCONI A. PEREIRA,1
LUCAS S. RODRIGUES,MARCELA XAVIER RIBEIRO,1
LUCAS S. RODRIGUES,MARCO A. GUTIERREZ,1
LUCAS S. RODRIGUES,MIRELA TEIXEIRA CAZZOLATO,1
LUCAS VANINI,RONALDO DOS SANTOS MELLO,1
LUCAS VANINI,TARLIS TORTELLI PORTELA,1
LUCAS VANINI,VANESSA LAGO MACHADO,1
LUCIANA A. S. ROMANI,PRISCILA P. COLTRI,1
AGMA JUCI MACHADO TRAINA,JURANDIR ZULLO JR.,1
LUCIANA ESCOBAR,PAULO PIRES,1
LUCIANA ESCOBAR,REBECCA SALLES,1
LUCIANO BARBOSA,PAULO ANTONIO LEAL REGO,1
LUCIANO BARBOSA,REGIS PIRES MAGALHÃES,1
LUCIANO V. ARAÚJO,MÁRCIO K. OIKAWA,1
LUCIANO V. ARAÚJO,PEDRO L. TAKECIAN,1
LUCIANO VILAS BOAS ESPERIDIÃO,MARCOS ANDRÉ GONÇALVES,1
LUCIDIO FORMIGA CABRAL,RICARDO RODRIGUES CIFERRI,1
LUCIDIO FORMIGA CABRAL,RODRIGO COSTA MATEUS,1
LUCIDIO FORMIGA CABRAL,THIAGO LUÍS LOPES SIQUEIRA,1
LUCIDIO FORMIGA CABRAL,VALÉRIA CESÁRIO TIMES,1
LUIS CARLOS ERPEN DE BONA,MARCOS DIDONET DEL FABRO,1
LUIS CARLOS ERPEN DE BONA,MARIA HELENA FRANCISCATTO,1
LUIS ENRIQUE ZÁRATE,MARCOS W. RODRIGUES,1
LUIS ENRIQUE ZÁRATE,WALLISON W. GUIMARÃES,1
LUIS FERLA,NANDAMUDI L. VIJAYKUMAR,1
LUIS FERLA,RODRIGO M. MARIANO,1
AGMA JUCI MACHADO TRAINA,LEEJAY WU,1
LUIZ ANDRÉ P. PAES LEME,MELISSA LEMOS,1
AGMA JUCI MACHADO TRAINA,LUCAS S. RODRIGUES,1
LUIZ C. P. ALBINI,MARCO A. Z. ALVES,1
LUIZ C. P. ALBINI,MARISA S. FRANCO,1
LUIZ C. P. ALBINI,SIMONE DOMINICO,1
LUIZ C. P. ALBINI,TIAGO RODRIGO KEPE,1
LUIZ EDUARDO SOARES DE OLIVEIRA,NICOLAS TAMALU,1
LUIZ F. V. VERCOSA,RODRIGO C. LIRA,1
LUIZ F. V. VERCOSA,RODRIGO P. MONTEIRO,1
LUIZ GOMES-JR,MARCELO ROSA,1
AGMA JUCI MACHADO TRAINA,PAULO H. OLIVEIRA,1
LUIZ HENRIQUE DE CAMPOS MERSCHMANN,VALTER HUGO GUANDALINE,1
LUIZ M. L. PASCOAL,MARCELO DE C. CARDOSO,1
LUIZ M. L. PASCOAL,ROBERTO U. PAIVA,1
AGMA JUCI MACHADO TRAINA,PEDRO H. BUGATTI,1
LUIZ M. L. PASCOAL,VAGNER JOSÉ DO SACRAMENTO RODRIGUES,1
AGMA JUCI MACHADO TRAINA,PRISCILA P. COLTRI,1
LUIZ OLMES CARVALHO,LÚCIO F. D. SANTOS,1
LUIZ OLMES CARVALHO,MARCOS VINICIUS NAVES BEDO,1
LUIZ OLMES CARVALHO,THATYANA F. P. SERAPHIM,1
LUIZ OLMES CARVALHO,WILLIAN DENER DE OLIVEIRA,1
LUIZ OSVALDO EVANGELISTA,WAGNER MEIRA JR.,1
LUIZA DE MELO-GOMES,MARIANA O. SILVA,1
LUIZA DE MELO-GOMES,MIRELLA M. MORO,1
LUÍS P. F. GARCIA,PEDRO B. PIO,1
LUÍS TARRATACA,RAFAELLI COUTINHO,1
LÍVIA ALMADA CRUZ,MARIO A. NASCIMENTO,1
LÍVIA ALMADA CRUZ,MATHEUS XAVIER SAMPAIO,1
AGMA JUCI MACHADO TRAINA,RENATO BUENO,1
LÍVIA ALMADA CRUZ,RONILDO OLIVEIRA DA SILVA,1
LÍVIA ALMADA CRUZ,TICIANA LINHARES COELHO DA SILVA,1
LÍVIA C. DEGROSSI,MARISTELA HOLANDA,1
AGMA JUCI MACHADO TRAINA,SAFIA BRINIS,1
ALAN LYRA,DANIEL DE OLIVEIRA,1
LÚCIO F. D. SANTOS,RICHARD CHBEIR,1
LÚCIO F. D. SANTOS,ROBSON LEONARDO FERREIRA CORDEIRO,1
ALAN LYRA,DÉBORA PINA,1
M. ANDREA RODRIGUEZ,MARCELO ARENAS,1
M. ANDREA RODRIGUEZ,PABLO BARCELÓ,1
M. C. DE FARIAS,P. SILVEIRA,1
M. C. DE FARIAS,W. F. MAGALHÃES,1
M. E. SANTOS,M. R. G. MEIRELES,1
M. I. V. LIMA,PAULO R. P. AMORA,1
MAICON BANNI,MARCOS LAGE,1
MAICON BANNI,MARIA LUIZA FALCI,1
MAICON BANNI,WAGNER SANTOS,1
MAICON BANNI,YURI FROTA,1
MARA ABEL,NICOLAU SANTOS,1
MARCELA MACEDO VIEIRA,VIVIANE PEREIRA MOREIRA,1
MARCELA PESSOA,MARCO A. CRISTO,1
MARCELA PESSOA,MAURO HERRERA,1
MARCELA XAVIER RIBEIRO,MARCO A. GUTIERREZ,1
ALAN LYRA,FELIPE BEVILAQUA,1
MARCELA XAVIER RIBEIRO,MÔNICA R. P. FERREIRA,1
MARCELA XAVIER RIBEIRO,RICHARD CHBEIR,1
MARCELINO PEREIRA DOS SANTOS SILVA,MARIA ADRIANA FERREIRA DA SILVA,1
MARCELLO N. DE AMORIM,RICARDO M. C. SEGUNDO,1
MARCELO ARENAS,PABLO BARCELÓ,1
ALAN LYRA,ISABELA SIQUEIRA,1
MARCELO DE C. CARDOSO,SÉRGIO T. CARVALHO,1
ALAN LYRA,LILIANE KUNSTMANN,1
MARCELO DE C. CARDOSO,WELLINGTON SANTOS MARTINS,1
MARCELO G. MANZATO,RICARDO J. G. B. CAMPELLO,1
MARCELO G. MANZATO,RUDINEI GOULARTE,1
MARCELO GANEM,MARCELO TEIXEIRA,1
ALAN LYRA,MARTA MATTOSO,1
MARCELO TEIXEIRA,MARCOS CARVALHO,1
MARCELO TEIXEIRA,PABLO SABADIN CHAVES,1
MARCELO TILIO M. DE CARVALHO,MARCO ANTONIO CASANOVA,1
MARCELO TILIO M. DE CARVALHO,VALÉRIA CESÁRIO TIMES,1
MARCELO TILIO M. DE CARVALHO,VANIA MARIA P. VIDAL,1
MARCELO YAMASHITA,RENATA GALANTE,1
MARCIO VICTORINO,MARISTELA HOLANDA,1
MARCO A. CRISTO,MARCOS ANDRÉ GONÇALVES,1
MARCO A. CRISTO,MAURO HERRERA,1
MARCO A. CRISTO,NIVIO ZIVIANI,1
MARCO A. CRISTO,OSVALDO MATOS-JUNIOR,1
MARCO A. CRISTO,PÁVEL CALADO,1
MARCO A. CRISTO,THIAGO CARDOSO,1
ALBERT WEICHSELBRAUN,GERHARD WOHLGENANNT,1
MARCO A. Z. ALVES,MARISA S. FRANCO,1
MARCO A. Z. ALVES,SIMONE DOMINICO,1
MARCO A. Z. ALVES,TIAGO RODRIGO KEPE,1
MARCO ANTONIO CASANOVA,MELISSA LEMOS,1
MARCO ANTONIO CASANOVA,NOEL MORENO LEMUS,1
MARCO ANTONIO CASANOVA,SIMONE D. J. BARBOSA,1
MARCO ANTONIO CASANOVA,VALÉRIA CESÁRIO TIMES,1
ALBERT WEICHSELBRAUN,MARTA SABOU,1
ALBERT WEICHSELBRAUN,STEFAN GINDL,1
MARCO AURELIO BEBER,RENATO FILETO,1
MARCO AURELIO BEBER,VANIA BOGORNY,1
MARCO TÚLIO RIBEIRO,RENATO ASSUNÇÃO,1
MARCO TÚLIO RIBEIRO,SARA GUIMARÃES,1
MARCO TÚLIO RIBEIRO,WAGNER MEIRA JR.,1
MARCOS ANDRÉ GONÇALVES,MOISÉS G DE CARVALHO,1
MARCOS ANDRÉ GONÇALVES,NEUCIMAR A. LEITE,1
MARCOS ANDRÉ GONÇALVES,NIVIO ZIVIANI,1
MARCOS ANDRÉ GONÇALVES,NÁDIA P. KOZIEVITCH,1
MARCOS ANDRÉ GONÇALVES,OTÁVIO D. A. ALCÂNTARA,1
MARCOS ANDRÉ GONÇALVES,PATRICIA C. SARAIVA,1
MARCOS ANDRÉ GONÇALVES,PETRINA A. S. KIMURA,1
MARCOS ANDRÉ GONÇALVES,PÁVEL CALADO,1
MARCOS ANDRÉ GONÇALVES,PÉTERSON SAMPAIO PROCÓPIO JÚNIOR,1
MARCOS ANDRÉ GONÇALVES,RICARDO BAEZA-YATES,1
ALBERTO H. F. LAENDER,ANA PAULA DE CARVALHO,1
MARCOS ANDRÉ GONÇALVES,SAULO M. R. RICCI,1
MARCOS ANDRÉ GONÇALVES,SÉRGIO D. CANUTO,1
MARCOS ANDRÉ GONÇALVES,TALES MOTA MACHADO,1
ALBERTO H. F. LAENDER,ANDREA IABRUDI TAVARES,1
ALBERTO H. F. LAENDER,CLAUDIO M. V. DE ANDRADE,1
MARCOS ANDRÉ GONÇALVES,TIAGO RODRIGUES,1
MARCOS ANDRÉ GONÇALVES,UMA MURTHY,1
MARCOS ANDRÉ GONÇALVES,VIRGÍLIO ALMEIDA,1
ALBERTO H. F. LAENDER,CLÁUDIO VALIENSE,1
ALBERTO H. F. LAENDER,DANIEL FIGUEIREDO,1
MARCOS CARVALHO,OTÁVIO M. M. ZUCHERATTO,1
MARCOS CARVALHO,THIAGO H. P. SILVA,1
MARCOS CARVALHO,VICTOR AUGUSTO L. CRUZ,1
MARCOS CARVALHO,WELTON SANTOS,1
MARCOS DIDONET DEL FABRO,MARIA HELENA FRANCISCATTO,1
MARCOS DIDONET DEL FABRO,RICARDO GONÇALVES COELHO,1
MARCOS DIDONET DEL FABRO,YVES LE TRAON,1
MARCOS EVANDRO CINTRA,ODACIR ALMEIDA NEVES,1
MARCOS L. P. BUENO,NÁDIA FÉLIX F. DA SILVA,1
MARCOS L. P. BUENO,SANDRA DE AMO,1
MARCOS LAGE,RODOLFO P. CHAGAS,1
MARCOS LAGE,WAGNER SANTOS,1
MARCOS LAGE,YURI FROTA,1
MARCOS PAULO SILVA GÔLO,RICARDO MARCONDES MARCACINI,1
MARCOS PAULO SILVA GÔLO,RUDINEI GOULARTE,1
MARCOS R. VIEIRA,PEDRO SENA TANAKA,1
MARCOS V. VILLAS,MARIANA D. A. SALGUEIRO,1
MARCOS V. VILLAS,SÉRGIO LIFSCHITZ,1
MARCOS V. VILLAS,VERONICA DOS SANTOS,1
MARCOS VINICIUS NAVES BEDO,MARTA MATTOSO,1
MARCOS VINICIUS NAVES BEDO,THAYLON GUEDES,1
MARCOS VINICIUS NAVES BEDO,VÍTOR SILVA,1
MARCUS ALBERT ALVES DA SILVA,MARIA CLÁUDIA CAVALCANTI,1
MARCUS VINICIUS FERREIRA GONÇALVES,SÉRGIO MANUEL  SERRA DA CRUZ,1
MARCUS VINÍCIUS ALVIM ANDRADE,SALLES V. G. MAGALHÃES,1
MARCUS VINÍCIUS ALVIM ANDRADE,W. R. FRANKLIN,1
MARIA APARECIDA AMORIM SIBALDO,TIAGO BUARQUE ASSUNÇÃO DE CARVALHO,1
MARIA CAMILA N. BARIONI,MATEUS C. DE LIMA,1
MARIA CECILIA C. BARANAUSKAS,NEUCIMAR A. LEITE,1
MARIA CECILIA C. BARANAUSKAS,RICARDO DA S. TORRES,1
MARIA CLÁUDIA CAVALCANTI,MARIA LUIZA MACHADO CAMPOS,1
MARIA CLÁUDIA CAVALCANTI,VIVIAN SANTOS SILVA,1
MARIA DA CONCEIÇÃO M. BATISTA,ROSALIE B. BELIAN,1
MARIA LUIZA FALCI,VANESSA BRAGANHOLO,1
MARIA LUIZA MACHADO CAMPOS,MARTA MATTOSO,1
ALBERTO H. F. LAENDER,DAVID MENOTTI GOMES,1
MARIA LUIZA MACHADO CAMPOS,ROGERS REICHE DE MENDONÇA,1
ALBERTO H. F. LAENDER,EVANDRINO G. BARROS,1
ALBERTO H. F. LAENDER,GABRIEL SILVA GONÇALVES,1
MARIA LUIZA MACHADO CAMPOS,VIVIAN SANTOS SILVA,1
ALBERTO H. F. LAENDER,GABRIEL TEXEIRA,1
MARIANA CÚRI,NÍCOLAS ROQUE DOS SANTOS,1
MARIANA CÚRI,RICARDO MARCONDES MARCACINI,1
MARIANA D. A. SALGUEIRO,SÉRGIO LIFSCHITZ,1
MARIANA D. A. SALGUEIRO,VERONICA DOS SANTOS,1
ALBERTO H. F. LAENDER,GUILHERME TAVARES DE ASSIS,1
ALBERTO H. F. LAENDER,JEANCARLO C. LEÃO,1
